ID;nacimiento;ingresos;hijos;antiguedad;ultima_compra;queja;monto;num_desc;num_web;num_cat;num_local;num_vis;respuesta
9353;1959;156125;1;12;61;0;149250;2;5;5;4;3;0
3623;1976;54188;1;7;55;0;6750;3;4;0;3;7;0
738;1981;105988;2;9;35;0;27300;4;3;1;4;7;0
7631;1978;153365;1;15;34;0;148350;1;5;7;10;3;0
4789;1953;202030;0;16;95;0;251550;1;4;8;5;2;0
773;1971;107088;2;18;64;0;89250;7;6;6;4;6;0
10602;1983;99805;1;23;30;0;23400;2;3;0;4;8;0
1446;1956;216060;0;9;12;0;183900;1;6;9;12;1;0
3270;1978;42793;1;24;96;0;19200;4;3;1;3;9;0
8443;1972;61905;1;11;16;0;12900;3;3;1;2;8;0
9653;1975;89493;1;27;16;0;10200;2;2;0;3;8;0
8916;1975;91568;2;18;78;0;2400;1;0;0;3;5;0
8017;1981;127778;2;7;83;0;8250;2;2;0;3;6;0
5830;1972;217143;0;28;96;0;317100;1;5;6;10;2;0
4597;1970;205180;0;18;67;0;302700;1;3;2;13;1;0
7023;1953;115578;3;26;87;0;39450;4;6;1;4;9;0
8086;1959;105608;2;13;34;0;8250;2;2;0;3;7;0
8825;1962;127988;2;21;46;0;84600;8;9;2;5;8;1
2930;1978;170230;0;13;7;0;192150;2;2;6;10;5;0
1928;1973;79535;1;23;73;0;12450;2;2;0;3;9;0
7108;1965;128475;2;28;54;0;52950;6;5;2;5;5;1
10925;1983;191575;0;12;93;0;150450;1;3;10;11;1;0
9960;1991;67170;1;8;52;0;2100;1;1;0;2;7;0
8800;1943;122370;0;23;53;0;135300;2;7;10;5;6;0
9224;1972;138150;1;25;81;0;170850;2;8;10;5;6;0
5519;1956;160225;1;17;8;0;119550;1;6;9;4;5;0
5046;1958;195828;1;11;97;0;245700;2;10;6;7;4;0
7037;1974;92718;1;17;50;0;60150;3;4;2;8;6;0
905;1986;54615;1;15;38;0;12600;4;4;0;3;8;0
8624;1958;203300;0;23;61;0;139200;1;4;3;10;2;0
8945;1970;135343;1;17;46;0;30450;2;4;1;4;6;0
6445;1967;167063;0;18;73;0;128700;1;4;5;6;2;0
2727;1973;142750;0;13;19;0;61350;1;3;3;6;3;0
6404;1969;147293;3;22;10;0;42300;5;4;1;6;5;1
11074;1977;212680;0;9;94;0;213450;1;3;4;10;0;0
10150;1961;216073;0;14;10;0;217350;0;7;4;7;2;0
1968;1971;114210;1;13;37;0;4200;1;1;0;2;7;0
6534;1974;119723;1;12;94;0;10050;1;2;0;3;5;0
9485;1986;114803;0;10;23;0;29850;1;2;1;6;4;0
7053;1966;196050;0;18;75;0;217950;1;3;10;8;1;0
4654;1992;187785;0;14;40;0;187950;1;3;10;5;2;0
9760;1963;130695;1;24;24;0;179700;6;10;5;10;8;1
1048;1972;89103;1;18;11;0;26700;2;3;1;4;7;0
10619;1994;238823;0;25;29;0;298500;1;7;3;7;3;0
9308;1954;157050;0;20;51;0;146400;1;3;4;6;1;0
10505;1960;182783;0;12;86;0;150150;1;3;4;7;2;0
8362;1982;210423;0;17;9;0;287850;1;7;6;6;3;0
2625;1954;106518;1;14;30;0;52500;2;3;2;7;3;0
4637;1954;186593;0;20;73;0;247500;1;6;9;9;3;0
9972;1955;115038;2;9;25;0;6900;1;1;0;3;7;0
4483;1993;180885;0;21;67;0;184200;1;2;10;6;1;0
4487;1969;99645;1;24;67;0;14250;1;2;0;4;6;0
4988;1948;86173;2;8;58;0;9300;3;1;1;4;4;0
8931;1986;207583;1;8;82;0;264150;1;11;4;10;5;0
5871;1979;61003;0;28;98;0;70050;3;6;1;6;8;0
2008;1978;193958;0;11;93;0;172350;1;4;5;9;2;0
3139;1982;185290;0;12;53;0;307800;1;4;4;10;2;0
10037;1993;185733;0;8;66;0;169050;1;5;4;6;2;0
10673;1976;170993;1;14;6;0;212400;1;6;9;5;3;0
5303;1974;199080;0;9;42;0;166950;1;6;4;9;2;0
538;1989;115268;1;11;78;0;18750;1;1;1;4;3;0
7922;1951;162375;1;29;29;0;144900;2;11;2;10;7;0
5692;1989;63608;1;25;82;0;4800;1;1;0;3;8;0
4843;1952;187818;0;7;92;0;124950;1;2;11;5;1;0
6383;1971;82230;1;7;78;0;6900;2;3;0;3;8;0
1628;1971;179490;0;14;54;0;144000;1;9;3;4;4;0
1204;1970;168840;1;20;45;0;274350;3;11;5;11;8;0
3673;1971;138098;1;18;59;0;116850;3;7;5;11;5;0
760;1975;151385;1;17;8;0;121650;2;8;4;9;6;0
8957;1952;162078;2;19;51;0;168000;8;6;3;5;6;1
4128;1962;140168;1;18;51;0;108750;2;7;4;7;5;1
6810;1983;205063;0;19;76;0;178050;1;3;2;6;1;0
5386;1953;235960;0;22;62;0;345300;0;5;8;5;2;0
8700;1986;37265;0;25;86;0;9900;3;2;1;3;7;0
3202;1987;128908;0;27;60;0;187500;1;4;4;10;8;0
1328;1982;144843;1;11;56;0;102450;3;4;4;9;3;0
8405;1979;170685;2;15;83;0;45750;2;4;2;5;3;0
6515;1977;99428;1;13;92;0;7500;1;2;0;3;4;0
2882;1975;169733;1;27;31;0;149250;2;3;2;9;8;0
7574;1979;69805;1;8;80;0;6150;1;2;0;3;4;0
6387;1976;130475;2;8;39;0;11550;3;2;1;3;5;0
5320;1973;110128;2;23;20;0;25650;4;3;1;4;6;0
5048;1971;106918;2;20;53;0;19650;1;3;1;2;8;0
8146;1976;115265;2;8;84;0;8100;1;1;1;2;6;0
10031;1976;42318;2;23;50;0;7950;5;3;0;4;8;0
5748;1965;149385;1;25;96;0;71250;3;5;2;6;5;0
2134;1952;134250;1;29;94;0;104100;4;5;5;8;5;1
1523;1973;147603;2;8;25;0;14400;2;2;0;4;5;0
9665;1957;135593;1;20;48;0;54150;4;5;2;5;6;1
4640;1967;176618;1;28;65;0;161850;2;4;7;13;2;0
3635;1962;131493;1;8;69;0;86700;3;6;3;8;5;0
3547;1969;102553;1;24;12;0;9600;2;2;0;3;6;0
2456;1975;100583;1;15;84;0;22350;5;2;1;5;6;1
5633;1980;125458;2;6;47;0;34650;7;3;1;6;5;1
7801;1959;136883;1;16;87;0;109200;3;5;2;11;4;0
10489;1973;232388;0;17;35;0;266700;1;6;7;9;2;0
7011;1973;83678;1;27;47;0;13950;3;3;0;4;7;0
2620;1974;86490;1;21;48;0;3450;1;1;0;2;8;0
3933;1980;110025;1;27;46;0;99300;6;10;2;6;9;1
10981;1988;210548;0;11;27;0;179700;1;3;4;10;1;0
1734;1968;101765;3;24;37;0;12150;4;3;0;4;7;0
10995;1988;39290;1;26;8;1;13800;3;3;0;4;8;0
6357;1959;147630;1;14;29;0;73650;3;7;1;7;5;0
9209;1971;201433;0;27;85;0;234600;1;4;6;13;2;0
10286;1962;209288;0;11;2;0;138900;1;2;8;13;0;0
2611;1959;206440;0;29;66;0;286500;1;2;4;12;1;0
1600;1965;142405;3;15;60;0;61650;7;6;3;5;7;1
3308;1952;89260;2;12;54;0;14100;3;2;0;4;4;0
5407;1954;132758;1;16;70;0;162750;5;10;6;7;7;1
2166;1960;116948;2;18;55;0;3450;1;0;1;2;4;0
3955;1965;22153;0;6;20;0;900;0;0;0;0;11;0
6634;1979;83655;1;17;78;0;8100;1;2;0;3;7;0
3056;1978;159233;1;15;63;0;172500;3;11;6;9;6;0
5718;1950;201908;0;17;17;0;212250;1;5;11;6;3;0
6872;1974;163380;1;17;43;0;60750;2;4;2;8;4;0
8164;1978;205425;0;13;13;0;286200;1;5;6;7;2;0
4580;1969;189398;0;14;46;0;372900;1;9;7;9;5;0
9305;1976;199223;0;20;65;0;197250;1;4;9;13;2;0
453;1956;88350;2;6;1;0;6750;2;2;0;3;5;0
8545;1954;214208;0;10;6;0;268350;1;2;4;10;1;0
9850;1972;62210;1;25;32;0;2850;1;0;0;3;7;0
7378;1981;105053;1;28;34;0;85950;5;10;1;6;9;1
7646;1989;161123;1;11;70;0;120750;4;5;3;12;4;1
1640;1954;161468;2;6;49;0;16200;2;1;1;4;3;0
5184;1995;87060;0;9;65;0;3450;1;1;0;2;6;0
8492;1978;188593;0;14;25;0;223950;1;8;4;10;6;0
11188;1957;65228;2;10;84;0;13350;3;2;1;3;5;0
1212;1973;132113;1;17;7;0;140400;3;8;8;6;6;0
9097;1956;115215;1;14;34;0;51450;4;3;1;8;4;1
10473;1956;195070;1;28;38;0;79200;1;6;4;9;7;0
7962;1987;237923;0;15;1;0;285150;1;4;3;4;1;0
9984;1981;140843;2;21;25;0;108600;5;8;5;4;8;0
5527;1987;56085;1;23;25;0;8700;2;2;0;3;8;0
6374;1954;92325;1;20;50;0;44550;5;5;2;4;8;0
7453;1954;90325;1;23;46;0;73200;6;3;8;4;4;0
8952;1953;163923;1;26;96;0;128850;2;6;5;10;3;0
241;1952;209610;0;20;57;0;236100;1;4;4;11;1;0
8975;1968;48785;2;11;47;0;10350;4;3;1;2;8;0
6119;1963;91840;2;20;52;0;2550;1;1;0;2;6;0
5236;1979;193920;1;29;30;0;329100;1;10;2;8;5;0
5723;1976;122968;1;12;63;0;17400;1;1;1;5;2;0
1710;1978;75420;1;22;51;0;41850;7;6;1;4;9;0
1970;1968;85133;1;28;14;0;15450;1;3;0;3;8;0
5313;1971;95490;2;9;20;0;6600;3;2;0;4;5;0
10634;1951;148530;0;9;56;0;60900;1;4;2;8;3;0
7010;1965;177310;0;9;41;0;204450;1;6;6;7;3;0
8562;1969;135413;0;19;72;0;35400;1;2;1;7;2;0
3158;1973;80750;1;24;1;0;5850;1;1;0;3;8;0
4436;1976;50450;0;23;27;0;20550;1;2;1;4;7;0
5287;1973;87403;1;7;77;0;11850;3;3;1;3;7;0
2445;1974;71100;1;18;87;0;9450;1;2;0;3;8;0
6059;1953;161260;3;22;81;0;197100;7;11;3;4;7;0
4550;1966;83910;1;6;51;0;10650;1;1;1;3;5;0
4240;1978;43363;1;26;79;0;8700;2;2;1;2;8;0
8911;1967;140800;1;21;11;0;105300;3;5;4;9;4;0
3706;1978;71618;1;17;54;0;14100;1;2;2;2;7;0
3628;1987;37595;1;23;93;0;12000;2;2;1;2;9;0
10175;1958;80433;1;17;0;0;3300;1;1;0;3;4;0
8985;1964;170790;1;26;54;0;181650;5;10;7;10;6;1
5204;1971;186345;0;18;21;0;219150;1;8;8;5;3;0
9220;1971;229250;0;24;58;0;295200;1;8;6;5;3;0
9888;1969;171738;0;6;3;0;163650;1;4;4;7;2;0
5263;1977;77640;1;24;99;0;8250;1;1;0;3;8;0
1020;1973;198983;0;8;70;0;204900;1;5;6;7;2;0
9503;1980;70178;0;28;65;0;46950;2;5;1;5;8;0
10613;1958;93335;2;10;44;0;9300;4;3;0;4;4;0
67;1972;116058;2;16;6;0;13800;3;2;0;4;7;0
6019;1971;92815;1;9;9;0;10800;1;1;2;2;6;0
5863;1953;119258;1;19;95;0;98250;4;6;3;8;5;1
3717;1959;152950;1;8;70;0;105600;2;5;5;6;3;0
6730;1954;97495;2;26;92;1;8100;3;2;0;3;8;0
10749;1991;20070;0;28;62;0;26700;12;0;1;0;13;0
4998;1962;190203;0;7;85;0;154950;1;4;5;4;2;0
6287;1986;86820;1;17;2;0;5400;1;1;1;2;6;0
5985;1965;82920;1;27;0;0;18300;3;2;1;4;7;0
4754;1966;83963;1;15;91;0;18300;1;2;0;4;4;0
4002;1960;192593;1;15;3;0;168450;1;7;7;12;3;0
8870;1984;87990;1;26;68;0;74550;6;6;1;5;8;0
966;1966;111323;1;18;98;0;103650;6;6;2;11;5;1
4767;1965;177310;0;9;41;0;204450;1;6;6;7;3;0
9725;1966;71910;2;7;16;0;1800;1;1;0;2;8;0
4475;1949;172745;0;23;82;0;366000;1;7;8;9;5;0
5740;1970;64898;2;23;1;0;8400;2;1;2;2;6;0
5731;1983;67750;1;21;64;0;5550;1;1;0;3;7;0
7290;1985;176490;0;27;68;0;145200;1;3;5;12;2;0
3846;1974;106393;1;28;98;0;40500;4;6;1;4;8;0
8104;1951;133280;0;17;32;0;41700;1;5;1;5;7;0
4507;1952;180570;0;25;87;0;187500;1;6;7;8;3;0
11013;1987;169013;0;21;84;0;140700;1;2;8;6;1;0
4491;1949;157113;2;27;3;0;176700;11;3;4;10;8;1
3759;1958;162990;2;17;34;0;173250;2;7;6;11;5;0
1162;1987;105000;0;24;23;0;97950;2;5;2;11;5;0
2055;1973;89650;2;8;37;0;7350;2;1;1;2;5;0
10766;1964;163815;1;9;22;0;75900;1;4;4;8;2;0
4415;1961;42150;2;28;19;0;5700;3;1;1;3;7;0
3005;1992;208820;0;8;7;0;247500;1;4;10;8;1;0
2223;1965;160440;1;29;52;0;273900;8;8;9;8;6;1
4817;1956;55760;0;29;91;0;2700;1;1;0;2;8;0
2875;1978;167558;0;10;93;1;135900;1;3;7;13;2;0
10536;1971;82230;1;7;78;0;6900;2;3;0;3;8;0
11112;1966;176783;1;25;23;0;221550;6;5;6;8;3;1
3807;1955;149813;1;25;83;0;114900;3;9;2;9;6;0
9197;1953;99305;1;10;92;0;7050;2;2;0;3;5;0
10832;1958;116525;0;18;4;0;70050;1;6;1;6;6;0
6421;1961;220868;0;18;32;0;317400;1;4;7;9;1;0
4207;1981;217928;0;20;27;0;194700;1;6;7;11;2;0
577;1976;67268;2;17;10;0;3300;2;1;0;3;7;0
10855;1968;125035;1;11;9;0;59400;2;4;1;8;5;0
3081;1978;102535;1;21;65;0;3000;1;1;0;2;7;0
3535;1965;165735;0;10;68;0;145050;1;4;3;5;2;0
247;1971;91788;1;26;16;0;53550;6;7;2;4;9;0
8707;1956;198640;0;29;12;0;210150;1;5;6;4;3;0
9523;1982;101198;1;17;95;0;2250;1;0;0;3;4;0
6072;1970;188363;0;23;16;0;313050;1;5;8;6;3;0
6295;1977;135583;1;23;46;0;147150;4;11;6;5;8;1
10914;1970;60408;2;15;3;0;2550;2;1;0;3;4;0
1509;1958;211150;0;24;80;0;78450;0;9;9;4;5;0
5577;1983;109440;1;8;77;0;3450;1;1;0;2;6;0
7348;1958;179228;0;10;0;0;178800;1;4;7;5;2;0
1127;1973;214610;0;7;62;0;293700;1;6;6;7;2;0
1833;1974;97975;1;8;91;0;19950;2;2;1;4;5;0
4944;1959;178418;0;17;24;0;116550;1;4;5;7;2;0
9080;1972;96445;2;19;2;0;10950;3;3;0;3;8;0
6466;1965;143090;2;10;22;0;18150;3;2;1;4;3;0
9964;1979;154563;1;17;56;0;63600;1;4;2;8;4;0
4790;1958;199508;1;7;54;0;130200;1;4;3;5;1;0
10245;1986;202275;0;26;71;0;113400;1;3;3;8;1;0
1109;1982;68975;1;21;38;0;1800;1;1;0;2;7;1
6001;1979;141938;1;24;62;0;140550;2;5;8;10;5;0
5538;1975;209573;0;15;78;0;279300;0;4;7;6;1;0
10552;1979;135525;1;20;18;0;55050;2;4;1;7;5;0
1545;1986;96270;1;17;95;0;66450;6;7;2;5;8;0
7409;1970;132968;1;14;66;0;40050;2;4;1;6;5;0
4444;1972;75058;1;9;28;0;9150;1;2;0;3;8;0
146;1960;190113;0;14;78;0;198450;1;4;5;11;2;0
6271;1952;127175;1;7;13;0;9450;1;2;0;3;5;0
10065;1970;38288;0;17;27;0;9600;2;2;0;4;5;0
4741;1974;163658;1;11;17;0;84300;2;6;2;9;5;0
246;1965;166200;2;7;71;0;46800;7;4;1;7;4;1
375;1954;191933;0;22;79;0;173400;1;2;2;11;1;0
1524;1983;204245;0;22;1;0;165600;1;8;2;5;5;0
10022;1973;136165;2;11;78;0;2400;1;1;0;2;5;0
7451;1960;246943;0;11;23;0;301200;0;4;6;9;1;1
11010;1984;40673;1;16;75;0;6600;3;3;0;3;8;0
4356;1971;179548;1;16;70;0;236100;3;3;3;5;6;0
3885;1983;83923;1;15;10;0;9450;1;1;1;2;8;0
1175;1983;90655;0;16;24;0;63900;1;3;5;3;6;0
880;1966;56585;0;24;47;0;14400;1;2;1;2;8;0
2320;1978;117563;1;16;98;0;95250;5;11;1;6;9;1
850;1968;176415;1;15;4;0;113550;2;6;5;9;3;0
4713;1979;79013;1;26;15;0;18750;2;2;1;4;7;0
675;1973;130085;2;20;67;0;49800;5;4;2;5;7;1
5025;1979;121315;1;12;32;0;20250;1;2;1;4;3;0
2308;1954;116835;1;26;40;0;49500;2;6;1;5;7;0
5995;1962;98880;2;25;54;0;57600;7;6;2;5;8;0
6749;1966;215895;2;29;78;0;258300;4;5;3;6;8;1
1010;1977;117328;3;8;94;0;11700;2;1;1;3;3;0
8977;1985;41453;0;24;51;0;3600;1;0;0;3;4;0
4756;1952;159995;0;13;42;0;175200;1;7;6;11;4;0
3412;1951;168453;1;24;67;0;143550;4;2;2;9;7;1
606;1967;64825;2;15;87;0;2250;1;1;0;2;7;0
5961;1978;106733;1;7;29;0;8550;1;1;0;3;5;0
2975;1976;214015;1;26;89;0;293400;2;6;7;9;3;0
2894;1985;182258;0;14;74;0;301950;1;7;5;8;4;0
7613;1974;124173;1;7;97;0;48900;2;5;1;6;6;0
10542;1968;91945;2;29;63;0;11550;3;3;0;3;9;0
8015;1962;214240;0;20;88;0;196950;1;4;6;9;1;0
10617;1989;27448;0;7;34;0;4500;2;3;0;3;5;0
11166;1961;124195;1;23;81;0;47250;2;6;2;4;7;0
849;1953;140323;1;19;65;0;99000;4;6;2;10;4;1
523;1989;92888;1;23;51;0;11100;1;2;0;4;5;0
4066;1978;53205;1;8;76;0;6900;2;2;1;2;6;0
8414;1962;83548;1;17;76;0;12900;2;2;0;4;7;0
819;1945;158213;0;14;84;0;165450;1;6;5;13;3;0
4961;1974;53138;1;11;56;0;9150;4;2;1;4;4;0
749;1981;105405;1;14;31;0;21750;2;3;1;3;6;0
5430;1956;136125;2;28;0;0;102600;10;9;2;8;8;1
7755;1954;144360;1;14;91;0;61650;2;9;1;4;8;0
10525;1986;66440;1;27;40;0;4050;1;1;0;2;9;0
1453;1943;143783;0;18;59;0;159000;2;9;3;13;6;0
8310;1964;170355;1;28;96;0;218850;3;10;4;7;6;0
10710;1979;28750;1;28;61;0;2700;1;1;0;2;8;0
5031;1974;207863;0;28;14;0;274950;1;5;9;11;2;0
2613;1960;135493;1;9;16;0;35550;2;1;3;6;1;0
213;1963;57728;2;7;98;0;7200;4;2;1;3;7;0
967;1976;115123;2;18;11;0;77250;9;5;2;9;7;1
1077;1974;141788;0;25;52;0;153000;1;7;3;4;4;0
7959;1961;198525;0;7;19;0;205500;1;3;2;5;1;0
640;1951;143260;1;22;61;0;153900;2;7;6;10;5;0
4252;1965;110938;1;9;73;0;45150;1;4;1;6;5;0
8432;1956;136125;2;28;0;0;102600;10;9;2;8;8;1
6218;1965;148985;1;27;74;0;74850;1;8;1;7;7;0
6905;1994;201713;0;29;55;0;150600;1;6;4;10;2;0
5922;1974;100860;1;15;48;0;32700;2;4;1;5;7;0
3598;1972;156775;1;20;53;0;90900;4;4;2;12;4;1
6116;1968;122463;1;18;13;0;11250;1;1;1;3;3;0
6263;1968;88305;3;29;34;0;15900;3;2;0;4;8;0
10486;1948;192855;0;19;54;0;148500;1;4;4;8;2;0
2410;1969;204143;0;11;69;0;164550;1;3;4;8;1;0
193;1996;36053;0;11;81;0;2400;1;1;0;2;5;0
3363;1974;50325;0;10;99;0;5100;1;1;0;3;8;0
8278;1990;185535;0;29;3;0;256650;1;8;2;5;5;0
10660;1957;166815;2;12;61;0;65700;3;8;2;4;7;0
8686;1979;59310;1;24;65;0;11250;2;2;0;3;8;0
1604;1960;118383;1;14;93;0;33750;3;2;2;6;5;0
5907;1952;83610;2;26;24;0;2700;1;1;0;2;8;0
10669;1981;135965;1;20;8;0;70500;2;3;2;10;3;0
2918;1981;71275;2;21;72;0;13650;3;2;0;4;5;0
5735;1991;226595;0;11;29;0;378750;1;3;4;10;1;0
359;1950;120175;1;24;33;1;75600;3;8;2;6;7;0
8387;1957;107850;1;24;68;0;35250;1;4;1;5;6;0
1829;1961;137398;1;24;55;0;184800;3;9;5;4;7;0
3839;1958;37640;2;20;76;0;13200;5;2;2;3;5;0
9392;1971;67385;1;8;17;0;2550;1;1;0;2;7;0
2292;1985;55818;1;17;94;0;3600;1;1;0;3;5;0
10466;1965;110983;2;17;86;0;9000;2;1;0;4;4;0
9855;1952;155000;1;16;25;0;153000;1;6;6;13;4;0
4088;1962;78743;1;25;22;0;23250;2;3;1;4;8;1
5231;1974;114735;2;10;15;0;7650;1;1;0;3;5;0
590;1970;196448;0;25;35;0;271800;1;5;6;4;3;0
8732;1969;168423;1;26;81;0;219150;4;7;4;10;4;1
2315;1960;146003;1;9;55;0;14400;1;1;2;2;4;0
3515;1952;155768;1;11;94;0;24000;1;4;0;4;5;0
2245;1969;109103;2;21;50;0;20850;3;2;1;4;6;0
6283;1968;159603;1;21;64;0;136200;1;9;3;9;6;0
2246;1965;117228;1;16;91;0;27450;1;2;1;4;4;0
6606;1969;175228;1;21;11;0;174150;2;5;2;10;8;0
5545;1972;195188;0;9;72;0;148200;1;3;5;5;1;0
7342;1961;147960;1;28;6;0;160800;3;6;6;12;5;0
837;1977;137023;2;16;0;0;26100;4;2;1;5;4;1
9500;1959;145283;1;24;66;1;113700;3;9;2;8;7;0
3602;1958;128530;1;12;42;0;29250;2;3;2;4;4;0
234;1979;38218;1;27;60;0;4650;2;1;1;2;7;0
2995;1957;166590;0;17;64;0;162600;1;3;4;9;1;0
1118;1956;127413;1;23;87;0;102750;3;10;4;5;8;0
7789;1965;211545;0;13;96;0;250800;1;6;9;10;2;0
3068;1990;45878;0;14;1;0;6450;1;2;0;3;7;0
8955;1957;101128;2;11;54;0;7350;1;1;1;2;5;0
945;1965;90793;1;20;53;0;19950;2;3;0;4;7;0
5644;1957;105533;1;15;96;0;54450;2;5;1;7;7;0
7192;1955;164370;1;21;58;1;81750;2;2;4;10;1;0
2324;1972;192610;1;14;12;0;159750;2;7;11;11;4;0
697;1969;187295;0;22;78;0;307050;1;5;9;6;3;0
3439;1972;141803;2;26;64;0;44400;5;4;1;5;6;1
1506;1975;105400;2;18;26;0;21000;4;2;1;4;6;0
232;1965;153898;1;18;8;0;79500;1;4;2;10;3;0
8876;1963;84073;2;29;49;0;22800;5;3;1;4;9;0
4500;1991;171705;0;15;56;0;239700;1;4;9;10;2;0
9739;1963;85943;1;24;55;0;17100;2;2;2;2;7;0
10395;1986;22350;1;29;25;0;15150;3;3;1;3;8;0
1176;1973;65570;1;16;50;0;3750;1;1;0;2;8;0
1627;1957;193243;0;23;84;0;118350;1;5;7;9;4;0
938;1981;100528;2;17;30;0;13050;2;2;1;2;8;0
2740;1958;83595;2;16;81;0;13500;4;2;1;4;5;0
257;1959;187580;1;20;74;0;182250;2;5;4;9;3;0
4058;1955;153210;0;15;76;0;121650;1;11;2;8;6;0
7736;1986;56295;1;27;36;0;9150;2;2;1;2;5;0
8210;1975;136825;1;17;64;0;60750;5;4;1;8;4;1
833;1955;96130;2;9;62;0;10800;3;3;0;3;7;0
6230;1971;111053;2;23;53;0;28350;5;5;0;4;8;0
7325;1986;95493;1;18;86;0;6000;1;1;0;3;5;0
1307;1978;104965;1;11;15;0;9450;3;3;0;4;4;0
1502;1983;71068;1;22;67;0;7800;2;2;0;3;8;0
6211;1976;93488;1;8;47;0;5850;1;1;0;3;6;0
843;1971;161805;1;7;47;0;120750;4;8;2;11;6;1
4174;1956;138123;1;9;81;0;19500;1;2;1;4;3;0
9757;1972;212265;0;15;98;0;244650;1;5;6;12;2;0
6918;1989;71728;1;18;56;0;5100;1;1;0;3;8;0
286;1952;110533;2;13;48;0;22800;4;2;1;5;6;1
11086;1984;64268;1;12;18;0;3150;1;1;0;3;7;0
1921;1967;147655;3;15;74;0;10650;2;2;0;3;4;0
4138;1962;191560;1;7;68;0;134850;1;5;10;7;1;0
7718;1947;165000;0;9;36;0;106650;1;1;3;5;1;0
1291;1978;69208;1;29;90;0;52650;4;6;2;4;8;0
6862;1971;24325;0;8;65;0;1200;12;0;0;0;14;0
4136;1992;28750;1;25;63;0;17850;4;3;2;2;9;0
803;1968;101303;2;21;82;0;3150;1;0;1;2;5;0
4298;1973;51068;1;9;63;0;1500;1;1;0;2;8;0
10833;1975;162765;1;7;55;0;145950;3;8;3;13;6;0
9606;1965;174923;0;16;64;0;230400;1;4;2;6;3;0
8534;1952;168583;2;18;51;0;148800;4;6;5;13;4;1
5153;1967;194415;1;23;97;0;229350;2;11;10;11;6;0
961;1972;186790;1;16;92;0;129000;2;7;3;5;4;0
5011;1963;170295;1;15;51;0;139200;2;8;9;4;6;0
6653;1970;137895;2;29;72;0;62700;4;7;2;5;7;1
9094;1955;157430;1;29;39;0;88050;2;7;4;3;6;0
810;1975;185475;1;8;49;0;96150;2;4;2;11;2;0
5493;1976;98390;2;10;21;0;3450;1;1;0;2;6;0
2147;1969;191633;0;17;91;0;341850;1;4;7;11;2;0
5107;1973;89650;2;8;37;0;7350;2;1;1;2;5;0
3979;1983;226718;0;20;98;0;266850;1;6;2;8;2;0
6049;1982;183625;0;13;85;0;270600;1;7;8;11;3;0
8147;1960;78635;2;18;40;0;7200;3;2;0;3;8;0
1857;1952;117848;2;10;2;0;12450;2;2;1;2;7;0
3910;1975;209573;0;15;78;0;279300;0;4;7;6;1;0
5207;1963;133445;2;28;41;0;118950;9;9;4;6;8;1
11114;1970;49140;1;23;94;0;12600;3;2;1;3;7;0
5429;1948;113948;1;17;10;0;27450;1;4;1;4;6;0
9400;1958;213713;0;6;73;0;207450;1;6;6;6;2;0
1740;1944;139890;0;9;22;0;149850;2;7;3;4;4;0
7488;1963;160478;1;24;30;0;123750;3;5;3;13;3;0
195;1972;97020;1;29;21;0;36900;4;5;1;4;8;0
635;1966;142958;2;22;51;0;91500;8;9;1;7;8;1
7527;1968;59370;1;26;97;0;11400;3;2;1;3;8;0
10319;1971;165758;1;22;56;0;192900;4;3;4;11;8;1
2296;1975;93420;1;13;4;0;4500;1;1;0;2;6;0
10637;1964;102000;3;24;77;1;14850;2;3;0;3;7;0
2931;1978;179618;0;28;95;0;178800;0;6;7;9;3;0
907;1975;115373;1;13;36;0;54300;5;5;1;7;5;1
3698;1983;196718;0;29;13;0;319500;1;4;6;8;2;0
9516;1971;122795;0;29;90;0;184350;2;9;7;10;7;0
679;1957;94083;2;28;49;0;5700;2;1;0;3;9;0
7384;1951;99418;0;18;18;0;72750;2;7;1;7;8;0
5043;1951;67493;0;26;89;0;65100;2;4;2;5;7;0
5267;1970;84965;1;22;43;0;6600;1;1;0;3;7;0
339;1972;142728;1;26;82;0;74400;2;9;2;5;7;0
2516;1969;117078;2;19;84;0;11700;2;1;2;2;4;0
9010;1972;207878;0;23;80;0;351900;1;5;7;10;2;0
378;1971;131328;0;24;68;0;119100;2;7;2;10;6;0
4808;1956;39398;0;16;12;0;2550;1;1;0;2;7;0
5068;1971;57010;1;17;75;0;3900;1;2;0;2;9;0
7628;1973;107625;1;10;10;0;11400;2;2;0;4;5;0
7128;1977;107493;2;13;91;0;2250;1;1;0;2;7;0
2811;1963;122295;2;9;21;0;9300;2;1;0;4;4;0
3551;1954;150083;1;9;28;0;29700;2;2;1;5;2;0
1663;1978;85108;1;14;97;0;7350;1;2;0;2;9;0
5543;1966;144528;1;19;49;0;120300;5;7;2;11;5;1
1577;1946;196423;0;11;14;0;260400;1;4;6;4;1;0
10641;1978;28750;2;24;5;0;8550;4;2;1;3;6;0
5336;1971;394333;1;19;37;0;8850;0;1;0;1;1;0
6024;1953;235960;0;22;62;0;345300;0;5;8;5;2;0
1878;1985;57870;0;11;83;0;5550;1;2;0;3;7;0
3099;1970;110668;2;22;48;0;46500;5;5;2;4;9;0
6055;1979;179065;0;26;94;0;195750;1;5;5;8;3;0
5841;1966;152235;1;18;61;0;124800;5;10;3;8;7;1
3972;1976;125500;2;21;70;0;60150;6;7;1;5;8;1
